tahun;provinsi;kabupaten;kecamatan;kelurahan
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;SUMOKEMBANGSRI
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;SINGKALAN
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;BAKUNGPRINGGONDANI
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;WONOKARANG
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;SEDURI
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;BAKALANWRINGINPITU
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;GAGANGKEPUHSARI
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;SUWALUH
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;WATESARI
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;SEKETI
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;KEMANGSEN
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;JABARAN
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;BALONGBENDO
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;JERUKLEGI
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;PENAMBANGAN
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;WARUBERON
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;BOGEMPINGGIR
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;KEDUNGSUKODANI
2020;PROVINSI JAWA TIMUR;SIDOARJO;BALONGBENDO;BAKUNGTEMENGGUNGAN
